post_location,warning_time_seconds,with_alert_screenshot,magnitude_on_alert_screenshot,distance_on_alert_screenshot_ml,alert_language,alert_screenshot_with_contour,user_approximate_location_on_alert,alert_type,alert_source,reply_sentiment,felt_shaking,alert_mode,post_alert_action,users_sentiment,users_emotion,helpfulness,system_improvement,alert_arrival_wrt_shaking,shaking_level,shaking_intensity_mmi,alert_received_by_others,indoor_vs_outdoor,user's_accompany,first_earthquake_alert_experience,user's_past_earthquake_experience,past_earthquake_damage_experience,user's_gender,alert_info_recall,aea_info_accuracy,technical_issues_with_alert,alert_info_clearance,reason_for_taking_no_action,future_trust_level,helpfulness_reason,aea_vs_others,reasoning,location_combined,warning_time_binned
Istanbul,120,YES,5.6,10860.00%,Turkish,YES,Istanbul,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,VERY_HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user states they received a notification 2 minutes before the earthquake and believes the app saves lives. The screenshot shows the magnitude (5.6), distance (174.8 km, converted to 108.6 miles), and the source as 'Android Deprem Uyarıları Sistemi' (Android Earthquake Alerts System). The user's positive sentiment and statement about saving lives indicate the alert was very helpful. The post time was converted from EST to Istanbul time (EST+7).",Istanbul,>120 sec
UNKNOWN,10,YES,5.8,15200.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,The user states that the earthquake occurred 10 seconds after receiving the alert. The screenshot shows a notification from 'Google Play Hizmetleri' (Google Play Services) indicating a nearby earthquake of magnitude 5.8 at a distance of approximately 245.7 km. The user felt a 'Hafif sarsıntı' (light shaking). The distance was converted from km to miles (245.7 km ≈ 152 miles). The post time is estimated based on the alert time shown on the screenshot. The user's statement 'böyle geldi bana' (it seemed to me like this) suggests a neutral sentiment with a hint of surprise. The alert type is 'BE_AWARE_NOTIFICATION' because the user felt a weak shaking.,,5-15 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,The user is complaining about the lack of such an application on iPhones. The post time is estimated based on the earthquake time mentioned in the screenshot plus the 7 hours difference between EST and Istanbul time.,,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user's tweet 'Bana sallanırken bildirim geldi amk' translates to 'The notification came while I was shaking, damn it'. This indicates a negative sentiment ('damn it'), that the alert arrived after the shaking ('AFTER_SHAKING'), and that it was unhelpful ('NOT_HELPFUL') because it arrived too late ('IT_ARRIVED_TOO_LATE_TO_BE_USEFUL'). The user's annoyance suggests a lower trust level in the system for future events ('WILL_TRUST_LESS'). The post time was converted from EST to Istanbul time (EST+7).",,
Samsun,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,UNKNOWN,INACCURATE,ALERT_NOT_APPEARING_WHEN_EXPECTED,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user states that they received the alert from Android 5-6 minutes after feeling the earthquake in Samsun, which is 620 km away. This indicates a negative sentiment and that the alert was not helpful because it arrived too late. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Celil Samsunspor' suggests male gender and location in Samsun. The user's statement implies distrust in the system due to the late arrival of the alert.",,
Istanbul,20,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,ALERT_WITH_SOUND,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PRECISE,UNKNOWN,UNKNOWN,REASON_UNSPECIFIED,UNKNOWN,UNKNOWN,UNKNOWN,"The user felt the earthquake at 12:49 and received the alert 20 seconds before. The user also mentions that the alert came with a sound. The post time was converted from EST to Istanbul time (EST+7). The user did not take any action after receiving the alert, but the reason is unspecified. The user's sentiment is neutral as they simply state the facts. The user was surprised by the alert. The shaking level was weak. The intensity of the ground shaking in MMI scale at the user’s location is 3.",,15-30 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,UNKNOWN,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INACCURATE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,The user states that they were 174 km away and felt the earthquake 2-3 seconds after it started. This implies the alert arrived after the shaking. The post time is estimated based on the screenshot date. The user's statement suggests the alert was not helpful because it arrived too late.,,
Bursa,10,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user mentions receiving a notification ('bildirim') that lasted only 10 seconds. This suggests they received an earthquake alert. The user is located in Bursa. The post time is estimated based on the earthquake time mentioned in the screenshot plus the 7 hours mentioned in the tweet text. The user's statement implies surprise or disbelief at the short duration of the alert, but doesn't explicitly express positive or negative sentiment. The user felt the earthquake. The alert arrived before the shaking. The user's short tweet does not provide details on their actions, emotions, or specific experience of the shaking.",,5-15 sec
UNKNOWN,10,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEGATIVE,ANNOYANCE,NOT_HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,UNKNOWN,INACCURATE,UNKNOWN,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user expresses negative sentiment, stating that it's impossible for the alert to arrive 2 minutes after the earthquake ('O mesafede 2 dakikada gelmesi imkansız'). They claim it should arrive 10 seconds before ('10 saniye önce falan gelmeli'). This indicates the alert arrived after the shaking, was perceived as inaccurate, and not helpful. The user's annoyance suggests they will trust the system less in the future. Another user confirms receiving the alert ('bana da geldi 1 dk önce'). The post time is estimated based on the earthquake time mentioned in the screenshot plus the 7 hours difference between EST and Istanbul time.",,5-15 sec
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The user asks if the system works when location services are turned off. This implies they received an alert from AEA. The sentiment is neutral, as it's a question about functionality. Since the user is asking a question, it is not possible to determine the accuracy of the information, or the user's trust level.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,VERY_HELPFUL,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_FEMALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user expresses a positive sentiment about the Android earthquake early warning system, stating it works very successfully. The post time was converted from EST to Istanbul time (EST+7). The user's profile picture suggests the user is likely female. The user's positive statement implies they found the alert helpful and accurate, thereby increasing their trust in the system. The user's statement implies that the alert confirmed that it was an earthquake. Many fields are marked 'UNKNOWN' as the user's short tweet does not provide details on their actions, emotions, or specific experience of the shaking.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,MIXED,ANXIETY,NOT_HELPFUL,YES,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,['ALERT_SOURCE'],INACCURATE,UNKNOWN,UNKNOWN,NO_TIME,WILL_TRUST_LESS,IT_ARRIVED_TOO_LATE_TO_BE_USEFUL,UNKNOWN,"The user states that the earthquake started seconds after receiving the notification from Android, indicating that the alert arrived during the shaking. This is a mixed sentiment, as they acknowledge the alert ('good job Android') but express frustration that there was no time to escape. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Deren' is female. The alert arriving during shaking makes it unhelpful and reduces trust in the system. The user implies the system could be improved by providing earlier warnings. The reason for taking no action is 'NO_TIME'. The alert was inaccurate because it arrived during the shaking.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,NEUTRAL,UNKNOWN,DURING SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,[],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user received a notification during the earthquake and suggests others download the app. The post time was converted from EST to Istanbul time (EST+7). The user's sentiment is neutral, expressing surprise at receiving the notification. The alert type is assumed to be a 'Be Aware' notification since the user suggests others download the app, implying it's not a full-screen alert. The user felt the shaking and received the alert during the shaking. The user's post confirms that the alert confirmed that it was an earthquake.",,
UNKNOWN,10-May,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,UNKNOWN,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['ALERT_SOURCE'],PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,AEA_ALERT_ARRIVED_EARLIER,"The user states that Android phones receive notifications 5-10 seconds before aftershocks, while Apple devices receive notifications after they occur. This implies a positive sentiment towards the Android Earthquake Alerts system and suggests that the alert was helpful because it provided some time before the shaking. The post time was converted from EST to Istanbul time (EST+7). The user's name 'ibrahimlll' is male.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDOOR,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['SAFETY_ADVICE'],UNKNOWN,UNKNOWN,UNCLEAR,CONFUSION,UNKNOWN,UNKNOWN,UNKNOWN,"The user expresses confusion ('No, I didn't understand either') regarding the earthquake alert. They mention receiving a notification while at home with their phone in hand. The post does not include a screenshot. The user's confusion suggests the alert message was unclear. The post time was converted from EST to Istanbul time (EST+7).",,
Istanbul,30,YES,6.2,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'SAFETY_ADVICE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user reports that Google's Android earthquake warning system notified users 30 seconds before the 6.2 magnitude earthquake in Istanbul. The post includes a screenshot showing the earthquake's location and a contour map. The post time was converted from EST to Istanbul time (EST+7). The user's sentiment is positive, and they mention that the earthquake was felt in most of the Marmara Region. The post also mentions safety advice from AFAD. The user likely found the alert helpful because it provided time to prepare.",,30-60 sec
Turkey,UNKNOWN,YES,5.8,18760.00%,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,HELPFUL,UNKNOWN,UNKNOWN,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user is encouraging other Android users to activate the system, implying they find it useful. The screenshot shows an alert from 'Android Deprem Uyarıları Sistemi' (Android Earthquake Warning System) with a magnitude of 5.8 and a distance of 301.9 km (approximately 187.6 miles). The post time was converted from EST to Istanbul time (EST+7). The alert mentions 'Hafif sarsıntı bekleniyor' (Weak shaking is expected), indicating a weak shaking level. The user's sentiment is positive, expressing a sense of preparedness and reassurance. The user's replies to other users suggest that the system might not be working for everyone, but the original post is positive.",,
Istanbul,UNKNOWN,YES,6.2,17650.00%,Turkish,YES,Istanbul,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,SURPRISE,UNKNOWN,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"The post from a news source reports that Android phone users received a warning from the 'Android Earthquake Warning System' just before the earthquake. The screenshot shows the alert contour and the user's approximate location in Istanbul. The magnitude on the alert screenshot is 6.2. The distance is approximately 284.3 km, which is 176.5 miles. The post time was converted from EST to Istanbul time (EST+7).",Istanbul,
Izmir,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,NEUTRAL,UNKNOWN,AFTER SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ALERT_SOURCE']",PRECISE,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,CONFIRMED_IT_WAS_AN_EARTHQUAKE,UNKNOWN,"The user states they felt the earthquake in Izmir and received an Android alert. They mention the earthquake was 5.8 magnitude and 292 km away. The alert arrived after the shaking ('1 minute later the earthquake reached Izmir'). The user's sentiment is neutral, simply reporting the event. The time was converted from EST to Istanbul time (EST+7). The user's name 'Murat Balkaya' is male.",,
Istanbul,60-120,YES,5.8,18760.00%,Turkish,NO,NOT_APPLICABLE,BE AWARE,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,REASSURANCE,VERY_HELPFUL,NO,BEFORE SHAKING,WEAK,MMI IV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE', 'ESTIMATED_INTENSITY_AT_THEIR_LOCATION', 'ALERT_SOURCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user explicitly states that the Android Earthquake warning system provides a warning 1-2 minutes in advance, which could save lives. The user also mentions that GSM operators are insufficient in their country. The alert screenshot shows the magnitude (5.8) and distance (301.9 km). The user felt a 'Hafif sarsıntı' (weak shaking). The distance was converted from km to miles (301.9 km ≈ 187.6 miles). The post time was converted from EST to Istanbul time (EST+7). The user's positive sentiment and the information shared suggest they found the alert helpful and accurate, thereby increasing their trust in the system.",,
UNKNOWN,UNKNOWN,NO,,UNKNOWN,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,MOVED_TO_SAFETY,POSITIVE,REASSURANCE,HELPFUL,YES,AFTER SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO_TIME,WILL_TRUST_MORE,CONFIRMED_IT_WAS_AN_EARTHQUAKE,AEA_ALERT_ARRIVED_EARLIER,"The user reports receiving an Android earthquake alert 2 minutes *after* the earthquake. Despite the late arrival, the user took action by moving to a safe area and grabbing their earthquake bag, indicating the alert, even late, prompted a protective response. The user expresses positive sentiment and compares the Android feature favorably to the lack of such a feature on iPhones, suggesting a desire for system improvement. The post time is estimated based on the earthquake time mentioned in the tweet text. The user's name 'Eysan' is female.",,
UNKNOWN,30,YES,,UNKNOWN,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,UNKNOWN,UNKNOWN,POSITIVE,SURPRISE,HELPFUL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY_MALE,['SAFETY_ADVICE'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,"The user expresses a positive sentiment, stating that Google's earthquake warning system warned them 30 seconds in advance. The screenshot shows the Android settings for earthquake alerts, confirming that the user is referring to the AEA system. The user seems surprised and pleased by the alert, indicating a positive experience. The post time was converted from EST to Istanbul time (EST+7). The user's statement that the alert warned them 30 seconds in advance suggests that the alert was helpful because it provided time to prepare.",,30-60 sec
UNKNOWN,UNKNOWN,YES,5.6,12179.00%,Turkish,NO,NOT_APPLICABLE,UNKNOWN,AEA,NOT_APPLICABLE,FELT SHAKING,UNKNOWN,UNKNOWN,POSITIVE,UNKNOWN,HELPFUL,UNKNOWN,BEFORE SHAKING,WEAK,MMI III,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,"['ESTIMATED_MAGNITUDE', 'ESTIMATED_DISTANCE']",PRECISE,UNKNOWN,CLEAR_TO_UNDERSTAND,UNKNOWN,WILL_TRUST_MORE,PROVIDED_TIME_TO_PREPARE,UNKNOWN,The user states that Android phone users received an earthquake warning seconds before the earthquake. The screenshot shows an alert message in Turkish indicating a nearby earthquake with an estimated magnitude of 5.6 and a distance of approximately 195.9 km (121.79 miles). The user's statement implies that the alert was helpful because it arrived before the shaking. The user felt a 'Hafif sarsıntı' which translates to 'light shaking'. The post time was converted from EST to Istanbul time (EST+7). The user's name 'Hülya' is female.,,
UNKNOWN,7,NO,,UNKNOWN,Turkish,NOT_APPLICABLE,UNKNOWN,UNKNOWN,AEA,NOT_APPLICABLE,UNKNOWN,ALERT_WITH_SOUND,UNKNOWN,NEUTRAL,CONFUSION,NEUTRAL,UNKNOWN,BEFORE SHAKING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,['UNKNOWN'],UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEUTRAL,UNKNOWN,UNKNOWN,"The user received an Android earthquake notification and mentions needing to have location turned on 7-8 seconds in advance. The user seems slightly confused about the alert, indicating a neutral sentiment. The post time was converted from EST to Istanbul time (EST+7). The user does not provide a screenshot of the alert, so many fields are marked 'UNKNOWN'. The user mentions the alert arrived '7-8 seconds in advance', suggesting it arrived before the shaking. The user's confusion suggests a neutral level of trust in the system.",,5-15 sec
